,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
678,Sion,Zac,Corki,Varus,Braum,Camille,Jarvan IV,Kassadin,Ezreal,Taric,False,,,,
679,Camille,Xin Zhao,Ryze,Caitlyn,Taric,Shen,Sejuani,Cassiopeia,Kog'Maw,Braum,False,,,,
680,Poppy,Skarner,Ryze,Kog'Maw,Braum,Jayce,Jarvan IV,Anivia,Ezreal,Leona,False,,,,
681,Camille,Skarner,Azir,Caitlyn,Thresh,Fiora,Zac,Galio,Tristana,Braum,True,,,,
682,Camille,Olaf,Ryze,Jhin,Morgana,Sion,Trundle,Taliyah,Varus,Thresh,False,,,,
683,Shen,Sejuani,Cassiopeia,Caitlyn,Thresh,Camille,Olaf,Orianna,Jhin,Trundle,False,,,,
684,Cho'Gath,Olaf,Ryze,Tristana,Braum,Sion,Sejuani,Taliyah,Caitlyn,Leona,False,,,,
685,Shen,Sejuani,Vladimir,Tristana,Tahm Kench,Sion,Zac,Kassadin,Caitlyn,Morgana,False,,,,
686,Ornn,Zac,Kassadin,Ashe,Tahm Kench,Sion,Trundle,Taliyah,Tristana,Braum,False,,,,
687,Swain,Skarner,Ryze,Caitlyn,Nami,Gnar,Sejuani,Orianna,Jhin,Tahm Kench,True,,,,
688,Fiora,Sejuani,Ryze,Ezreal,Tahm Kench,Singed,Skarner,Cassiopeia,Caitlyn,Morgana,False,,,,
689,Swain,Skarner,Azir,Jhin,Tahm Kench,Gnar,Sejuani,Orianna,Ezreal,Braum,True,,,,
690,Gangplank,Olaf,Sion,Ezreal,Alistar,Vladimir,Jarvan IV,Taliyah,Xayah,Braum,False,,,,
691,Camille,Sejuani,Taliyah,Varus,Tahm Kench,Fiora,Olaf,LeBlanc,Ezreal,Alistar,False,,,,
692,Fiora,Zac,Ryze,Jhin,Tahm Kench,Gangplank,Sejuani,Anivia,Varus,Alistar,False,,,,
693,Camille,Sejuani,Ryze,Kalista,Braum,Fiora,Zac,Sion,Ezreal,Alistar,True,,,,
694,Gangplank,Zac,Karma,Caitlyn,Tahm Kench,Vladimir,Lee Sin,Swain,Xayah,Rakan,False,,,,
695,Ornn,Zac,Vel'Koz,Tristana,Braum,Swain,Sejuani,Kassadin,Varus,Alistar,False,,,,
696,Swain,Sejuani,Ryze,Varus,Braum,Gangplank,Zac,Karma,Tristana,Leona,True,,,,
697,Sion,Olaf,Taliyah,Varus,Tahm Kench,Gnar,Sejuani,LeBlanc,Caitlyn,Braum,True,,,,
698,Gnar,Skarner,Swain,Kog'Maw,Thresh,Ornn,Olaf,Ryze,Varus,Braum,True,,,,
699,Gnar,Skarner,Karma,Kog'Maw,Tahm Kench,Sion,Olaf,Orianna,Caitlyn,Thresh,False,,,,
700,Ornn,Zac,Swain,Jhin,Thresh,Camille,Sejuani,Syndra,Caitlyn,Morgana,True,,,,
701,Vladimir,Olaf,Galio,Ezreal,Alistar,Gnar,Skarner,Sion,Xayah,Morgana,True,,,,
702,Cho'Gath,Olaf,Corki,Ashe,Tahm Kench,Gnar,Jarvan IV,Galio,Caitlyn,Karma,True,,,,
703,Gangplank,Olaf,Taliyah,Caitlyn,Morgana,Camille,Jax,Orianna,Varus,Tahm Kench,True,,,,
704,Ornn,Skarner,Cassiopeia,Varus,Braum,Maokai,Zac,Ryze,Caitlyn,Morgana,True,,,,
705,Cho'Gath,Olaf,Azir,Kog'Maw,Braum,Swain,Skarner,Cassiopeia,Varus,Tahm Kench,False,,,,
706,Vladimir,Skarner,Sion,Varus,Braum,Ornn,Sejuani,Cassiopeia,Xayah,Rakan,False,,,,
707,Cho'Gath,Sejuani,Cassiopeia,Xayah,Rakan,Ornn,Zac,Orianna,Varus,Leona,True,,,,
708,Camille,Olaf,Vel'Koz,Varus,Thresh,Fiora,Zac,Ryze,Caitlyn,Tahm Kench,True,,,,
709,Vladimir,Olaf,Vel'Koz,Ezreal,Braum,Cho'Gath,Sejuani,Cassiopeia,Xayah,Rakan,False,,,,
710,Sion,Trundle,Swain,Sivir,Janna,Gangplank,Olaf,Ryze,Jhin,Tahm Kench,True,,,,
711,Swain,Skarner,Cassiopeia,Jhin,Tahm Kench,Sion,Sejuani,Ryze,Caitlyn,Zilean,True,,,,
712,Swain,Skarner,Zoe,Jhin,Thresh,Gnar,Olaf,Ryze,Sivir,Morgana,True,,,,
713,Camille,Trundle,Cassiopeia,Jhin,Shen,Fiora,Skarner,Ryze,Tristana,Braum,False,,,,
714,Cassiopeia,Trundle,Galio,Kai'Sa,Alistar,Gangplank,Olaf,Karma,Caitlyn,Braum,True,,,,
715,Gangplank,Trundle,Galio,Ezreal,Braum,Ryze,Skarner,Zilean,Caitlyn,Tahm Kench,False,,,,
716,Ryze,Trundle,Taliyah,Xayah,Tahm Kench,Cassiopeia,Zac,Galio,Ezreal,Rakan,False,,,,
717,Ornn,Sejuani,Azir,Varus,Braum,Cho'Gath,Zac,Zoe,Jhin,Tahm Kench,True,,,,
718,Swain,Jarvan IV,Azir,Ezreal,Alistar,Ornn,Olaf,Ryze,Varus,Braum,True,,,,
719,Cho'Gath,Trundle,Taliyah,Jhin,Braum,Sion,Nidalee,Zoe,Ezreal,Tahm Kench,False,,,,
720,Gangplank,Sejuani,Swain,Ezreal,Braum,Camille,Skarner,Taliyah,Sivir,Tahm Kench,True,,,,
721,Cho'Gath,Trundle,Swain,Ezreal,Braum,Camille,Olaf,Taliyah,Kog'Maw,Tahm Kench,False,,,,
722,Gangplank,Trundle,Swain,Ezreal,Braum,Gnar,Olaf,Taliyah,Kog'Maw,Tahm Kench,True,,,,
723,Sion,Olaf,Ryze,Kalista,Braum,Shen,Trundle,Cassiopeia,Caitlyn,Alistar,False,,,,
724,Ornn,Sejuani,Swain,Ashe,Thresh,Cho'Gath,Skarner,Ryze,Caitlyn,Braum,False,,,,
725,Camille,Kha'Zix,Ryze,Caitlyn,Tahm Kench,Ornn,Trundle,Cassiopeia,Ashe,Braum,False,,,,
726,Sion,Trundle,Cassiopeia,Ashe,Tahm Kench,Shen,Olaf,Ryze,Caitlyn,Nami,True,,,,
727,Shen,Sejuani,Azir,Ezreal,Braum,Cho'Gath,Skarner,Taliyah,Caitlyn,Rakan,False,,,,
728,Cho'Gath,Kha'Zix,Ryze,Caitlyn,Braum,Gnar,Skarner,Orianna,Kog'Maw,Tahm Kench,False,,,,
729,Cho'Gath,Olaf,Orianna,Caitlyn,Morgana,Sion,Trundle,Syndra,Ashe,Karma,True,,,,
730,Sion,Skarner,Azir,Ezreal,Tahm Kench,Cho'Gath,Olaf,Ryze,Varus,Braum,True,,,,
731,Cho'Gath,Olaf,Galio,Caitlyn,Braum,Gnar,Skarner,Orianna,Ashe,Alistar,True,,,,
732,Sion,Olaf,Syndra,Xayah,Rakan,Shen,Zac,Orianna,Jhin,Tahm Kench,True,,,,
733,Sion,Trundle,Galio,Caitlyn,Braum,Ornn,Olaf,Orianna,Ezreal,Morgana,True,,,,
734,Swain,Jarvan IV,Azir,Tristana,Braum,Gnar,Olaf,Taliyah,Xayah,Alistar,True,,,,
735,Gangplank,Jarvan IV,Swain,Tristana,Karma,Camille,Olaf,Azir,Kalista,Braum,False,,,,
736,Ornn,Skarner,Taliyah,Xayah,Thresh,Renekton,Jarvan IV,Swain,Tristana,Rakan,True,,,,
737,Poppy,Kha'Zix,Azir,Ezreal,Rakan,Camille,Gragas,Swain,Xayah,Shen,False,,,,
738,Sion,Olaf,Taliyah,Caitlyn,Karma,Cho'Gath,Skarner,Zoe,Tristana,Braum,True,,,,
739,Sion,Trundle,Taliyah,Jinx,Tahm Kench,Ornn,Skarner,Cassiopeia,Ezreal,Braum,False,,,,
740,Sion,Olaf,Taliyah,Sivir,Thresh,Ornn,Skarner,Azir,Ezreal,Braum,True,,,,
741,Sion,Olaf,Zac,Taliyah,Zoe,Sivir,Lulu,Thresh,Ornn,Skarner,Azir,Ezreal,Braum,Karma,True
742,Ornn,Trundle,Taliyah,Jinx,Thresh,Sion,Ivern,Cassiopeia,Tristana,Braum,False,,,,
743,Shen,Nidalee,Cassiopeia,Ezreal,Braum,Swain,Trundle,Anivia,Varus,Tahm Kench,True,,,,
744,Gnar,Skarner,Taliyah,Caitlyn,Alistar,Sion,Olaf,Karma,Jinx,Trundle,True,,,,
745,Jayce,Nocturne,Taliyah,Caitlyn,Alistar,Poppy,Skarner,Azir,Varus,Leona,True,,,,
746,Gangplank,Trundle,Ryze,Jinx,Thresh,Swain,Kha'Zix,Azir,Tristana,Morgana,True,,,,
747,Swain,Trundle,Zoe,Ezreal,Taric,Gangplank,Skarner,Taliyah,Caitlyn,Thresh,True,,,,
748,Ornn,Olaf,Taliyah,Varus,Nami,Sion,Skarner,Azir,Caitlyn,Tahm Kench,True,,,,
749,Cho'Gath,Trundle,Swain,Caitlyn,Tahm Kench,Camille,Olaf,Cassiopeia,Ashe,Nami,False,,,,
750,Camille,Sejuani,Azir,Kalista,Tahm Kench,Ornn,Skarner,Zoe,Varus,Braum,True,,,,
751,Camille,Trundle,Galio,Varus,Alistar,Gangplank,Olaf,Taliyah,Kalista,Braum,False,,,,
752,Camille,Olaf,Azir,Ezreal,Braum,Malphite,Skarner,Vel'Koz,Varus,Rakan,False,,,,
753,Ornn,Olaf,Karma,Kai'Sa,Alistar,Shen,Sejuani,Taliyah,Varus,Tahm Kench,True,,,,
754,Shen,Gragas,Taliyah,Xayah,Rakan,Ornn,Sejuani,Yasuo,Caitlyn,Morgana,False,,,,
755,Sion,Sejuani,Karma,Tristana,Braum,Cho'Gath,Zac,Ryze,Jinx,Tahm Kench,True,,,,
756,Gangplank,Olaf,Karma,Varus,Tahm Kench,Sion,Skarner,Zoe,Sivir,Braum,False,,,,
757,Sion,Skarner,Ryze,Tristana,Janna,Ornn,Zac,Cassiopeia,Sivir,Karma,True,,,,
758,Ornn,Skarner,Ryze,Tristana,Alistar,Singed,Sejuani,Azir,Caitlyn,Braum,False,,,,
759,Sion,Trundle,Azir,Tristana,Morgana,Ornn,Skarner,Taliyah,Ezreal,Braum,True,,,,
760,Gnar,Sejuani,Ryze,Caitlyn,Thresh,Maokai,Skarner,Azir,Jhin,Braum,False,,,,
761,Gnar,Skarner,Karma,Kai'Sa,Braum,Swain,Olaf,Ryze,Tristana,Alistar,False,,,,
762,Ornn,Trundle,Taliyah,Caitlyn,Morgana,Illaoi,Olaf,Ryze,Ashe,Nami,True,,,,
763,Fiora,Sejuani,Cassiopeia,Kai'Sa,Morgana,Gangplank,Skarner,Ryze,Caitlyn,Nami,True,,,,
764,Ornn,Trundle,Taliyah,Kai'Sa,Morgana,Gnar,Skarner,Cassiopeia,Tristana,Lulu,False,,,,
765,Gnar,Sejuani,Swain,Tristana,Tahm Kench,Gangplank,Zac,Ryze,Kai'Sa,Soraka,True,,,,
766,Sion,Gragas,Azir,Varus,Tahm Kench,Gnar,Skarner,Zoe,Kai'Sa,Alistar,True,,,,
767,Cho'Gath,Sejuani,Sion,Kai'Sa,Morgana,Maokai,Trundle,Galio,Varus,Alistar,True,,,,
768,Sion,Skarner,Azir,Jhin,Tahm Kench,Cho'Gath,Trundle,Taliyah,Kai'Sa,Morgana,False,,,,
769,Jayce,Sejuani,Taliyah,Kai'Sa,Morgana,Camille,Gragas,Azir,Kog'Maw,Tahm Kench,True,,,,
770,Swain,Skarner,Ryze,Ezreal,Morgana,Gnar,Trundle,Cassiopeia,Tristana,Alistar,True,,,,
771,Swain,Skarner,Zoe,Varus,Braum,Camille,Trundle,Cassiopeia,Xayah,Alistar,False,,,,
772,Swain,Skarner,Ryze,Caitlyn,Tahm Kench,Camille,Trundle,Cassiopeia,Tristana,Braum,True,,,,
773,Swain,Olaf,Ryze,Caitlyn,Tahm Kench,Sion,Sejuani,Cassiopeia,Kai'Sa,Alistar,True,,,,
774,Cho'Gath,Trundle,Taliyah,Kai'Sa,Alistar,Ornn,Skarner,Ryze,Caitlyn,Tahm Kench,True,,,,
775,Camille,Sejuani,Ryze,Kai'Sa,Soraka,Jax,Jarvan IV,Taliyah,Caitlyn,Morgana,False,,,,
776,Ornn,Nocturne,Taliyah,Ezreal,Taric,Camille,Trundle,Ryze,Kai'Sa,Morgana,False,,,,
777,Ornn,Zac,Taliyah,Kai'Sa,Morgana,Shen,Trundle,Karma,Varus,Vel'Koz,True,,,,
778,Singed,Xin Zhao,Swain,Kai'Sa,Tahm Kench,Ornn,Sejuani,Zoe,Caitlyn,Braum,False,,,,
779,Ornn,Zac,Zoe,Jinx,Braum,Shen,Sejuani,Swain,Kai'Sa,Alistar,False,,,,
780,Gnar,Skarner,Vladimir,Kog'Maw,Alistar,Sion,Sejuani,Taliyah,Caitlyn,Tahm Kench,True,,,,
781,Ornn,Zac,Taliyah,Caitlyn,Morgana,Gnar,Sejuani,Galio,Kai'Sa,Tahm Kench,False,,,,
782,Gangplank,Skarner,Zoe,Xayah,Rakan,Ornn,Zac,Malzahar,Kai'Sa,Alistar,True,,,,
783,Gangplank,Kha'Zix,Swain,Ezreal,Alistar,Ornn,Sejuani,Malzahar,Tristana,Braum,False,,,,
784,Gangplank,Olaf,Swain,Caitlyn,Tahm Kench,Ornn,Trundle,Zilean,Tristana,Braum,True,,,,
785,Gangplank,Zac,Swain,Caitlyn,Braum,Gnar,Sejuani,Cassiopeia,Kai'Sa,Morgana,True,,,,
786,Camille,Zac,Talon,Kai'Sa,Morgana,Gangplank,Sejuani,Karma,Caitlyn,Braum,True,,,,
787,Gangplank,Zac,Zoe,Jhin,Vel'Koz,Lucian,Sejuani,Karma,Kai'Sa,Morgana,False,,,,
788,Sion,Zac,Corki,Tristana,Alistar,Gnar,Sejuani,Karma,Kai'Sa,Tahm Kench,False,,,,
789,Ornn,Skarner,Cassiopeia,Ashe,Morgana,Gnar,Xin Zhao,Karma,Varus,Tahm Kench,True,,,,
790,Ornn,Skarner,Azir,Varus,Alistar,Shen,Sejuani,Taliyah,Jinx,Tahm Kench,True,,,,
791,Ornn,Kha'Zix,Galio,Caitlyn,Morgana,Sion,Zac,Cassiopeia,Kai'Sa,Karma,True,,,,
792,Camille,Zac,Karma,Ezreal,Braum,Ornn,Skarner,Lulu,Xayah,Morgana,True,,,,
793,Gnar,Sejuani,Sion,Xayah,Braum,Gangplank,Zac,Azir,Varus,Tahm Kench,False,,,,
794,Gnar,Zac,Sion,Jinx,Tahm Kench,Gangplank,Trundle,Ryze,Caitlyn,Morgana,False,,,,
795,Ornn,Skarner,Cassiopeia,Caitlyn,Tahm Kench,Singed,Zac,Taliyah,Jinx,Morgana,False,,,,
796,Gnar,Sejuani,Azir,Jinx,Morgana,Ornn,Zac,Vel'Koz,Caitlyn,Braum,False,,,,
797,Gangplank,Trundle,Galio,Xayah,Rakan,Sion,Graves,Karma,Jhin,Leona,True,,,,
798,Ornn,Trundle,Azir,Varus,Braum,Gnar,Olaf,Swain,Xayah,Rakan,True,,,,
799,Ornn,Zac,Azir,Kai'Sa,Rakan,Maokai,Trundle,Swain,Caitlyn,Morgana,True,,,,
800,Ornn,Kha'Zix,Cassiopeia,Varus,Leona,Swain,Olaf,Anivia,Xayah,Rakan,False,,,,
801,Cho'Gath,Skarner,Vladimir,Kai'Sa,Morgana,Ornn,Olaf,Cassiopeia,Caitlyn,Soraka,True,,,,
802,Sion,Trundle,Orianna,Caitlyn,Morgana,Ornn,Nocturne,Karthus,Jhin,Karma,False,,,,
803,Gangplank,Trundle,Vladimir,Xayah,Rakan,Camille,Skarner,Karma,Ezreal,Braum,True,,,,
804,Ornn,Trundle,LeBlanc,Caitlyn,Rakan,Shen,Kha'Zix,Zoe,Xayah,Alistar,True,,,,
805,Gangplank,Skarner,Ryze,Jhin,Rakan,Gnar,Zac,Karma,Xayah,Alistar,True,,,,
806,Gnar,Trundle,Azir,Caitlyn,Morgana,Irelia,Graves,Zoe,Jhin,Alistar,False,,,,
807,Camille,Trundle,Cassiopeia,Varus,Rakan,Ornn,Olaf,Swain,Xayah,Thresh,True,,,,
808,Camille,Nocturne,Karma,Ezreal,Braum,Shen,Skarner,Cassiopeia,Caitlyn,Thresh,False,,,,
809,Camille,Sejuani,Vladimir,Ezreal,Braum,Fiora,Trundle,Karma,Tristana,Thresh,True,,,,
810,Camille,Olaf,Vladimir,Caitlyn,Braum,Gangplank,Sejuani,Ryze,Jhin,Karma,False,,,,
811,Ornn,Jax,Ryze,Kai'Sa,Morgana,Sion,Trundle,Anivia,Xayah,Rakan,False,,,,
812,Cho'Gath,Trundle,Swain,Caitlyn,Alistar,Maokai,Kha'Zix,Anivia,Ezreal,Braum,False,,,,
813,Sion,Olaf,Anivia,Ezreal,Morgana,Swain,Zac,Syndra,Tristana,Braum,True,,,,
814,Camille,Sejuani,Orianna,Kalista,Braum,Sion,Ivern,Anivia,Caitlyn,Morgana,True,,,,
815,Ornn,Trundle,Syndra,Caitlyn,Rakan,Shen,Elise,Karma,Xayah,Leona,False,,,,
816,Ornn,Skarner,Yasuo,Varus,Alistar,Gangplank,Olaf,LeBlanc,Jhin,Thresh,False,,,,
817,Ornn,Graves,Karma,Caitlyn,Thresh,Vladimir,Kha'Zix,Taliyah,Jhin,Alistar,False,,,,
818,Irelia,Zac,Vladimir,Ezreal,Rakan,Gangplank,Trundle,Twisted Fate,Caitlyn,Morgana,False,,,,
819,Ezreal,Lee Sin,Kai'Sa,Lucian,Irelia,Rammus,Elise,Yasuo,Draven,Braum,False,,,,
820,Sion,Olaf,Vladimir,Caitlyn,Morgana,Shen,Kha'Zix,Azir,Jhin,Alistar,True,,,,
821,Camille,Trundle,Azir,Ezreal,Taric,Gangplank,Kindred,Vladimir,Caitlyn,Tahm Kench,True,,,,
822,Ornn,Kindred,Vladimir,Kai'Sa,Lulu,Shen,Trundle,Viktor,Caitlyn,Morgana,True,,,,
823,Ornn,Graves,Cassiopeia,Tristana,Alistar,Maokai,Trundle,Vladimir,Ezreal,Braum,True,,,,
824,Shen,Olaf,Karma,Caitlyn,Thresh,Ornn,Graves,Cassiopeia,Ashe,Alistar,False,,,,
825,Cho'Gath,Kha'Zix,Karma,Xayah,Rakan,Maokai,Trundle,Cassiopeia,Kai'Sa,Braum,True,,,,
826,Ornn,Graves,Kassadin,Ezreal,Braum,Gangplank,Trundle,Swain,Varus,Alistar,False,,,,
827,Ornn,Trundle,Vladimir,Varus,Alistar,Sion,Kha'Zix,Kassadin,Jhin,Morgana,True,,,,
828,Vladimir,Trundle,Yasuo,Kai'Sa,Braum,Cho'Gath,Olaf,Ryze,Kog'Maw,Tahm Kench,False,,,,
829,Ornn,Kha'Zix,Ryze,Kog'Maw,Tahm Kench,Gangplank,Skarner,Taliyah,Varus,Morgana,False,,,,
830,Cho'Gath,Olaf,Karma,Ezreal,Soraka,Ornn,Graves,Ryze,Jhin,Tahm Kench,True,,,,
831,Ornn,Trundle,Vladimir,Varus,Soraka,Swain,Skarner,Zoe,Jhin,Morgana,True,,,,
832,Gangplank,Trundle,Ryze,Jhin,Tahm Kench,Ornn,Zac,Cassiopeia,Ezreal,Alistar,False,,,,
833,Ornn,Trundle,Swain,Ashe,Lulu,Camille,Graves,Ryze,Ezreal,Tahm Kench,False,,,,
834,Vladimir,Zac,Sion,Xayah,Rakan,Ornn,Skarner,Corki,Tristana,Braum,False,,,,
835,Shen,Olaf,Vladimir,Xayah,Rakan,Ornn,Trundle,Cassiopeia,Ezreal,Taric,True,,,,
836,Ornn,Trundle,Yasuo,Caitlyn,Braum,Gangplank,Graves,Galio,Ezreal,Morgana,False,,,,
837,Ornn,Lee Sin,Taliyah,Varus,Thresh,Illaoi,Trundle,Karma,Kai'Sa,Braum,False,,,,
838,Cho'Gath,Trundle,Zoe,Ezreal,Janna,Maokai,Olaf,Karma,Tristana,Morgana,True,,,,
839,Sion,Trundle,Yasuo,Sivir,Braum,Cho'Gath,Olaf,Azir,Tristana,Alistar,True,,,,
840,Ornn,Nocturne,Zoe,Xayah,Rakan,Shen,Skarner,Vladimir,Caitlyn,Morgana,False,,,,
841,Camille,Olaf,Azir,Xayah,Rakan,Sion,Trundle,Vladimir,Ezreal,Braum,False,,,,
842,Gnar,Trundle,Ryze,Kai'Sa,Lulu,Yasuo,Kha'Zix,Galio,Kog'Maw,Tahm Kench,False,,,,
843,Cho'Gath,Graves,Ryze,Xayah,Rakan,Sion,Trundle,Aurelion Sol,Tristana,Braum,True,,,,
844,Gangplank,Trundle,Karma,Xayah,Rakan,Ornn,Skarner,Ryze,Jhin,Morgana,True,,,,
845,Ornn,Trundle,Ryze,Kog'Maw,Braum,Camille,Kindred,Taliyah,Kalista,Tahm Kench,False,,,,
846,Camille,Graves,Galio,Xayah,Rakan,Ornn,Lee Sin,Malzahar,Kai'Sa,Alistar,False,,,,
847,Camille,Olaf,Taliyah,Sivir,Tahm Kench,Ornn,Xin Zhao,Zoe,Ezreal,Morgana,True,,,,
848,Ornn,Kha'Zix,Karma,Kai'Sa,Alistar,Shen,Trundle,Taliyah,Kog'Maw,Tahm Kench,False,,,,
849,Cho'Gath,Graves,Taliyah,Kai'Sa,Karma,Shen,Trundle,Malzahar,Kog'Maw,Tahm Kench,True,,,,
850,Cho'Gath,Zac,Zoe,Ezreal,Tahm Kench,Kennen,Skarner,Taliyah,Varus,Alistar,True,,,,
851,Cho'Gath,Olaf,Malzahar,Jhin,Tahm Kench,Sion,Graves,Karma,Sivir,Rakan,True,,,,
852,Sion,Trundle,Yasuo,Jhin,Sejuani,Gangplank,Camille,Galio,Kai'Sa,Thresh,False,,,,
853,Ornn,Graves,Ryze,Tristana,Taric,Gangplank,Zac,Zoe,Ezreal,Karma,False,,,,
854,Cho'Gath,Trundle,Swain,Kog'Maw,Karma,Ornn,Gragas,Malzahar,Kai'Sa,Janna,False,,,,
855,Gangplank,Trundle,Zoe,Sivir,Braum,Gnar,Skarner,Cassiopeia,Ezreal,Morgana,False,,,,
856,Camille,Graves,Taliyah,Ashe,Janna,Sion,Zac,Yasuo,Kog'Maw,Tahm Kench,True,,,,
857,Sion,Trundle,Malzahar,Jhin,Janna,Ornn,Graves,Karma,Kog'Maw,Braum,False,,,,
858,Gangplank,Graves,Zoe,Ashe,Soraka,Ornn,Xin Zhao,Malzahar,Ezreal,Karma,False,,,,
859,Gangplank,Trundle,Taliyah,Xayah,Rakan,Vladimir,Gragas,Karma,Kog'Maw,Tahm Kench,True,,,,
860,Sion,Olaf,Taliyah,Ezreal,Tahm Kench,Vladimir,Skarner,Irelia,Caitlyn,Braum,False,,,,
861,Camille,Skarner,Aurelion Sol,Ezreal,Janna,Ornn,Zac,Vladimir,Caitlyn,Tahm Kench,False,,,,
862,Singed,Skarner,Taliyah,Ezreal,Braum,Ornn,Olaf,Ryze,Caitlyn,Tahm Kench,False,,,,
863,Camille,Skarner,Taliyah,Kai'Sa,Rakan,Jax,Olaf,Irelia,Ezreal,Tahm Kench,False,,,,
864,Sion,Skarner,Vladimir,Kai'Sa,Braum,Camille,Olaf,Zoe,Ezreal,Alistar,True,,,,
865,Jayce,Trundle,Taliyah,Ezreal,Rakan,Sion,Lee Sin,Yasuo,Kai'Sa,Braum,True,,,,
866,Vladimir,Olaf,Galio,Xayah,Rakan,Cho'Gath,Trundle,Taliyah,Ezreal,Morgana,False,,,,
867,Ornn,Skarner,Sion,Ezreal,Janna,Fiora,Sejuani,Irelia,Caitlyn,Braum,True,,,,
868,Ornn,Skarner,Galio,Ezreal,Morgana,Cho'Gath,Sejuani,Irelia,Varus,Tahm Kench,False,,,,
869,Shen,Skarner,Vladimir,Ezreal,Janna,Gangplank,Trundle,Sion,Varus,Tahm Kench,True,,,,
870,Ornn,Skarner,Malzahar,Kai'Sa,Janna,Illaoi,Olaf,Vel'Koz,Xayah,Rakan,True,,,,
871,Camille,Skarner,Galio,Lucian,Rakan,Shen,Taliyah,Zoe,Caitlyn,Alistar,True,,,,
872,Urgot,Graves,Zoe,Kai'Sa,Lulu,Ornn,Xin Zhao,Yasuo,Ezreal,Braum,True,,,,
873,Dr. Mundo,Skarner,Ryze,Lucian,Braum,Quinn,Taliyah,Swain,Yasuo,Alistar,True,,,,
874,Renekton,Trundle,Irelia,Mordekaiser,Pyke,Camille,Skarner,Zoe,Draven,Braum,True,,,,
875,Urgot,Trundle,Zoe,Ezreal,Shen,Irelia,Camille,Galio,Kai'Sa,Braum,False,,,,
876,Ornn,Camille,Malzahar,Xayah,Rakan,Renekton,Taliyah,Jayce,Lucian,Leona,True,,,,
877,Vladimir,Taliyah,Mordekaiser,Kai'Sa,Karma,Dr. Mundo,Camille,Yasuo,Kog'Maw,Braum,False,,,,
878,Camille,Skarner,Irelia,Kennen,Thresh,Fiora,Sejuani,Yasuo,Ornn,Trundle,False,,,,
879,Gangplank,Trundle,Vladimir,Lucian,Karma,Camille,Graves,Braum,Kai'Sa,Alistar,False,,,,
880,Ornn,Nocturne,Ryze,Kai'Sa,Alistar,Gnar,Trundle,Irelia,Ezreal,Tahm Kench,False,,,,
881,Shen,Nunu,Karthus,Lucian,Gragas,Ornn,Master Yi,Taric,Lulu,Fiddlesticks,False,,,,
882,Singed,Skarner,Irelia,Lucian,Leona,Ornn,Trundle,Zoe,Ezreal,Rakan,True,,,,
883,Ornn,Camille,Lulu,Ryze,Shen,Darius,Elise,Yasuo,Vladimir,Fiddlesticks,False,,,,
884,Gangplank,Trundle,Irelia,Vladimir,Janna,Shen,Nocturne,Yasuo,Ryze,Soraka,False,,,,
885,Dr. Mundo,Nocturne,Zoe,Vladimir,Morgana,Darius,Trundle,Irelia,Ezreal,Kennen,True,,,,
886,Jayce,Xin Zhao,Zoe,Mordekaiser,Alistar,Ornn,Skarner,Lulu,Kog'Maw,Braum,True,,,,
887,Cho'Gath,Camille,Lulu,Ezreal,Tahm Kench,Darius,Nocturne,Aurelion Sol,Mordekaiser,Shen,True,,,,
888,Vladimir,Graves,Karthus,Mordekaiser,Alistar,Gangplank,Xin Zhao,Aurelion Sol,Ezreal,Tahm Kench,False,,,,
889,Aatrox,Nocturne,LeBlanc,Vladimir,Shen,Darius,Skarner,Yasuo,Lulu,Alistar,True,,,,
890,Gangplank,Skarner,Darius,Lulu,Shen,Aatrox,Trundle,Vladimir,Yasuo,Rakan,False,,,,
891,Dr. Mundo,Nocturne,Zoe,Ashe,Tahm Kench,Darius,Olaf,LeBlanc,Lucian,Shen,True,,,,
892,Irelia,Nunu,Karthus,Kai'Sa,Morgana,Singed,Nocturne,Lulu,Mordekaiser,Ornn,False,,,,
893,Ornn,Nocturne,Taliyah,Ryze,Tahm Kench,Shen,Camille,Zoe,Vladimir,Pyke,True,,,,
894,Camille,Nunu,Karthus,Vladimir,Shen,Darius,Olaf,Lulu,Ryze,Soraka,False,,,,
895,Singed,Camille,Zoe,Ezreal,Galio,Gangplank,Nocturne,Lulu,Vladimir,Alistar,False,,,,
896,Dr. Mundo,Camille,Zoe,Vladimir,Morgana,Gangplank,Nocturne,Lulu,Lucian,Braum,True,,,,
897,Ornn,Nidalee,Zoe,Lucian,Rakan,Dr. Mundo,Graves,Braum,Ashe,Lulu,True,,,,
898,Dr. Mundo,Nidalee,Irelia,Ezreal,Soraka,Ornn,Graves,Braum,Ryze,Leona,True,,,,
899,Dr. Mundo,Camille,Ryze,Draven,Rakan,Darius,Nocturne,Taliyah,Lucian,Lulu,False,,,,
900,Ryze,Xin Zhao,Zoe,Xayah,Rakan,Dr. Mundo,Rengar,Lulu,Ezreal,Kennen,True,,,,
901,Karthus,Master Yi,Taric,Ezreal,Shen,Cho'Gath,Camille,Braum,Ashe,Tahm Kench,False,,,,
902,Cho'Gath,Trundle,Irelia,Kai'Sa,Soraka,Aatrox,Skarner,Zoe,Heimerdinger,Fiddlesticks,False,,,,
903,Urgot,Skarner,Lulu,Mordekaiser,Rakan,Singed,Nocturne,Zoe,Vladimir,Soraka,True,,,,
