Gnar,Jarvan IV,Zoe,Tristana,Alistar,Camille,Sejuani,Kassadin,Jhin,Shen,True
Vladimir,Camille,Galio,Tristana,Taric,Cho'Gath,Jarvan IV,Corki,Kalista,Tahm Kench,True
Gnar,Jarvan IV,Zoe,Kog'Maw,Taric,Vladimir,Sejuani,Azir,Ezreal,Alistar,True
Vladimir,Kha'Zix,Azir,Varus,Taric,Ornn,Jarvan IV,Ryze,Kalista,Rakan,False
Gnar,Nunu,Azir,Xayah,Taric,Camille,Jarvan IV,Ryze,Tristana,Braum,False
Gnar,Rengar,Ryze,Sivir,Alistar,Gangplank,Kha'Zix,Malzahar,Tristana,Braum,False
Ornn,Camille,Cassiopeia,Tristana,Braum,Illaoi,Kha'Zix,Ryze,Caitlyn,Tahm Kench,True
Vladimir,Nunu,Azir,Varus,Taric,Gangplank,Sejuani,Ryze,Xayah,Braum,False
Gnar,Jarvan IV,Zoe,Ezreal,Taric,Camille,Sejuani,Twisted Fate,Caitlyn,Janna,False
Gnar,Sejuani,Ryze,Ezreal,Braum,Gangplank,Jarvan IV,Azir,Varus,Taric,False
Camille,Zac,Azir,Tristana,Taric,Gangplank,Rengar,Ryze,Ezreal,Ornn,True
Vladimir,Jarvan IV,Galio,Sivir,Alistar,Gnar,Sejuani,Corki,Xayah,Rakan,True
Gangplank,Zac,Zoe,Varus,Ornn,Gnar,Sejuani,LeBlanc,Tristana,Tahm Kench,True
Gnar,Jax,Ryze,Kog'Maw,Taric,Ornn,Camille,Malzahar,Ezreal,Braum,False
Ornn,Jarvan IV,Azir,Tristana,Braum,Gangplank,Sejuani,Malzahar,Kog'Maw,Nami,False
Gnar,Zac,Ryze,Kog'Maw,Nami,Ornn,Skarner,Zilean,Varus,Braum,True
